topic,date,distribution
Economía,2022-05-16,0.08350709
Tren Maya,2022-05-16,0.06897122
Salud y medicina,2022-05-16,0.042139623
Reformas políticas,2022-05-16,0.18886888
Fronteras e inmigración,2022-05-16,0.03299757
Energía y minería,2022-05-16,0.019058904
Vacunación,2022-05-16,0.23816176
Problemas sociales y justicia penal,2022-05-16,0.0542806
Deportes y turismo,2022-05-16,0.043139827
Relaciones políticas entre México y Perú,2022-05-16,0.021474928
Aeropuertos y vuelos,2022-05-23,0.036752507
Ley y crimen,2022-05-23,0.033573948
La pandemia del COVID-19 y su impacto,2022-05-23,0.046703123
La industria petrolera,2022-05-23,0.08335721
Economía,2022-05-23,0.08870968
Tren Maya,2022-05-23,0.07707593
Salud y medicina,2022-05-23,0.03748419
Reformas políticas,2022-05-23,0.19919272
Fronteras e inmigración,2022-05-23,0.017370857
Energía y minería,2022-05-23,0.030896248
Vacunación,2022-05-23,0.19835077
Problemas sociales y justicia penal,2022-05-23,0.070523426
Deportes y turismo,2022-05-23,0.059029546
Relaciones políticas entre México y Perú,2022-05-23,0.020979831
Aeropuertos y vuelos,2022-05-30,0.03416744
Ley y crimen,2022-05-30,0.029774725
La pandemia del COVID-19 y su impacto,2022-05-30,0.058692507
La industria petrolera,2022-05-30,0.09182574
Economía,2022-05-30,0.09552938
Tren Maya,2022-05-30,0.13519032
Salud y medicina,2022-05-30,0.03859121
Reformas políticas,2022-05-30,0.18069775
Fronteras e inmigración,2022-05-30,0.024106963
Energía y minería,2022-05-30,0.031168936
Vacunación,2022-05-30,0.14264163
Problemas sociales y justicia penal,2022-05-30,0.05441576
Deportes y turismo,2022-05-30,0.06226922
Relaciones políticas entre México y Perú,2022-05-30,0.020928409
Aeropuertos y vuelos,2022-06-06,0.038104277
Ley y crimen,2022-06-06,0.040208783
La pandemia del COVID-19 y su impacto,2022-06-06,0.065164186
La industria petrolera,2022-06-06,0.091899686
Economía,2022-06-06,0.10879047
Tren Maya,2022-06-06,0.064859256
Salud y medicina,2022-06-06,0.027930588
Reformas políticas,2022-06-06,0.16384846
Fronteras e inmigración,2022-06-06,0.030378373
Energía y minería,2022-06-06,0.033845115
Vacunación,2022-06-06,0.19013032
Problemas sociales y justicia penal,2022-06-06,0.05247634
Deportes y turismo,2022-06-06,0.057655856
Relaciones políticas entre México y Perú,2022-06-06,0.03470826
Aeropuertos y vuelos,2022-06-13,0.03480645
Ley y crimen,2022-06-13,0.042215925
La pandemia del COVID-19 y su impacto,2022-06-13,0.07851417
La industria petrolera,2022-06-13,0.11098501
Economía,2022-06-13,0.058862817
Tren Maya,2022-06-13,0.07807976
Salud y medicina,2022-06-13,0.040495973
Reformas políticas,2022-06-13,0.14910495
Fronteras e inmigración,2022-06-13,0.02395377
Energía y minería,2022-06-13,0.02585528
Vacunación,2022-06-13,0.21212687
Problemas sociales y justicia penal,2022-06-13,0.056915734
Deportes y turismo,2022-06-13,0.065588266
Relaciones políticas entre México y Perú,2022-06-13,0.022495033
Aeropuertos y vuelos,2022-06-20,0.027541887
Ley y crimen,2022-06-20,0.05051143
La pandemia del COVID-19 y su impacto,2022-06-20,0.048619583
La industria petrolera,2022-06-20,0.10572029
Economía,2022-06-20,0.0745096
Tren Maya,2022-06-20,0.09687921
Salud y medicina,2022-06-20,0.02201337
Reformas políticas,2022-06-20,0.18187965
Fronteras e inmigración,2022-06-20,0.035104945
Energía y minería,2022-06-20,0.019155191
Vacunación,2022-06-20,0.1945107
Problemas sociales y justicia penal,2022-06-20,0.051887523
Deportes y turismo,2022-06-20,0.061567154
Relaciones políticas entre México y Perú,2022-06-20,0.030099418
Aeropuertos y vuelos,2022-06-27,0.039456856
Ley y crimen,2022-06-27,0.027461026
La pandemia del COVID-19 y su impacto,2022-06-27,0.037263803
La industria petrolera,2022-06-27,0.10645802
Economía,2022-06-27,0.06368688
Tren Maya,2022-06-27,0.0724398
Salud y medicina,2022-06-27,0.04426354
Reformas políticas,2022-06-27,0.13736175
Fronteras e inmigración,2022-06-27,0.03905969
Energía y minería,2022-06-27,0.032450996
Vacunación,2022-06-27,0.21060187
Problemas sociales y justicia penal,2022-06-27,0.07198752
Deportes y turismo,2022-06-27,0.076800585
Relaciones políticas entre México y Perú,2022-06-27,0.040707663
Aeropuertos y vuelos,2022-07-04,0.027804647
Ley y crimen,2022-07-04,0.06328826
La pandemia del COVID-19 y su impacto,2022-07-04,0.05770294
La industria petrolera,2022-07-04,0.10577458
Economía,2022-07-04,0.071377754
Tren Maya,2022-07-04,0.060121305
Salud y medicina,2022-07-04,0.032792337
Reformas políticas,2022-07-04,0.12804033
Fronteras e inmigración,2022-07-04,0.035719443
Energía y minería,2022-07-04,0.04215758
Vacunación,2022-07-04,0.20718448
Problemas sociales y justicia penal,2022-07-04,0.06351953
Deportes y turismo,2022-07-04,0.07168009
Relaciones políticas entre México y Perú,2022-07-04,0.03283671
Aeropuertos y vuelos,2022-07-11,0.036132433
Ley y crimen,2022-07-11,0.053358674
La pandemia del COVID-19 y su impacto,2022-07-11,0.06866359
La industria petrolera,2022-07-11,0.07967215
Economía,2022-07-11,0.06575244
Tren Maya,2022-07-11,0.118549615
Salud y medicina,2022-07-11,0.01961237
Reformas políticas,2022-07-11,0.14206633
Fronteras e inmigración,2022-07-11,0.042026713
Energía y minería,2022-07-11,0.033662826
Vacunación,2022-07-11,0.16066165
Problemas sociales y justicia penal,2022-07-11,0.06464171
Deportes y turismo,2022-07-11,0.074652545
Relaciones políticas entre México y Perú,2022-07-11,0.0405469
Aeropuertos y vuelos,2022-07-18,0.03084157
Ley y crimen,2022-07-18,0.040647242
La pandemia del COVID-19 y su impacto,2022-07-18,0.046845954
La industria petrolera,2022-07-18,0.08105806
Economía,2022-07-18,0.06736377
Tren Maya,2022-07-18,0.09049873
Salud y medicina,2022-07-18,0.047295943
Reformas políticas,2022-07-18,0.1598802
Fronteras e inmigración,2022-07-18,0.03326731
Energía y minería,2022-07-18,0.044586178
Vacunación,2022-07-18,0.18579026
Problemas sociales y justicia penal,2022-07-18,0.074440636
Deportes y turismo,2022-07-18,0.0684937
Relaciones políticas entre México y Perú,2022-07-18,0.028990405
Aeropuertos y vuelos,2022-07-25,0.04703785
Ley y crimen,2022-07-25,0.030670246
La pandemia del COVID-19 y su impacto,2022-07-25,0.041235585
La industria petrolera,2022-07-25,0.08895792
Economía,2022-07-25,0.10335696
Tren Maya,2022-07-25,0.07258696
Salud y medicina,2022-07-25,0.051665254
Reformas políticas,2022-07-25,0.14094159
Fronteras e inmigración,2022-07-25,0.029114248
Energía y minería,2022-07-25,0.024346644
Vacunación,2022-07-25,0.15580642
Problemas sociales y justicia penal,2022-07-25,0.0787572
Deportes y turismo,2022-07-25,0.10268933
Relaciones políticas entre México y Perú,2022-07-25,0.032833755
Aeropuertos y vuelos,2022-08-01,0.032485444
Ley y crimen,2022-08-01,0.030528095
La pandemia del COVID-19 y su impacto,2022-08-01,0.080172196
La industria petrolera,2022-08-01,0.101551816
Economía,2022-08-01,0.07062271
Tren Maya,2022-08-01,0.091132544
Salud y medicina,2022-08-01,0.023916688
Reformas políticas,2022-08-01,0.17263529
Fronteras e inmigración,2022-08-01,0.01644866
Energía y minería,2022-08-01,0.053777136
Vacunación,2022-08-01,0.13196933
Problemas sociales y justicia penal,2022-08-01,0.06888231
Deportes y turismo,2022-08-01,0.09139472
Relaciones políticas entre México y Perú,2022-08-01,0.034483083
Aeropuertos y vuelos,2022-08-08,0.044733413
Ley y crimen,2022-08-08,0.021700596
La pandemia del COVID-19 y su impacto,2022-08-08,0.068414465
La industria petrolera,2022-08-08,0.0660703
Economía,2022-08-08,0.06508091
Tren Maya,2022-08-08,0.0688573
Salud y medicina,2022-08-08,0.03131823
Reformas políticas,2022-08-08,0.18681481
Fronteras e inmigración,2022-08-08,0.0296198
Energía y minería,2022-08-08,0.062491752
Vacunación,2022-08-08,0.1684359
Problemas sociales y justicia penal,2022-08-08,0.07432032
Deportes y turismo,2022-08-08,0.083414
Relaciones políticas entre México y Perú,2022-08-08,0.028728232
Aeropuertos y vuelos,2022-08-15,0.03313272
Ley y crimen,2022-08-15,0.028092047
La pandemia del COVID-19 y su impacto,2022-08-15,0.06941543
La industria petrolera,2022-08-15,0.09423672
Economía,2022-08-15,0.059688732
Tren Maya,2022-08-15,0.07336076
Salud y medicina,2022-08-15,0.049801365
Reformas políticas,2022-08-15,0.16502547
Fronteras e inmigración,2022-08-15,0.023721095
Energía y minería,2022-08-15,0.052469216
Vacunación,2022-08-15,0.19956483
Problemas sociales y justicia penal,2022-08-15,0.06725608
Deportes y turismo,2022-08-15,0.06016465
Relaciones políticas entre México y Perú,2022-08-15,0.024070911
Aeropuertos y vuelos,2022-08-22,0.028994303
Ley y crimen,2022-08-22,0.043943107
La pandemia del COVID-19 y su impacto,2022-08-22,0.046339363
La industria petrolera,2022-08-22,0.075534396
Economía,2022-08-22,0.07242804
Tren Maya,2022-08-22,0.07661264
Salud y medicina,2022-08-22,0.038036097
Reformas políticas,2022-08-22,0.22419545
Fronteras e inmigración,2022-08-22,0.026658295
Energía y minería,2022-08-22,0.043970484
Vacunación,2022-08-22,0.18827279
Problemas sociales y justicia penal,2022-08-22,0.051317014
Deportes y turismo,2022-08-22,0.047281887
Relaciones políticas entre México y Perú,2022-08-22,0.036416184
Aeropuertos y vuelos,2022-08-29,0.026432073
Ley y crimen,2022-08-29,0.0252219
La pandemia del COVID-19 y su impacto,2022-08-29,0.04281403
La industria petrolera,2022-08-29,0.09568861
Economía,2022-08-29,0.07705514
Tren Maya,2022-08-29,0.067840226
Salud y medicina,2022-08-29,0.049033873
Reformas políticas,2022-08-29,0.19499108
Fronteras e inmigración,2022-08-29,0.01840401
Energía y minería,2022-08-29,0.029713288
Vacunación,2022-08-29,0.23982537
Problemas sociales y justicia penal,2022-08-29,0.053802762
Deportes y turismo,2022-08-29,0.04596778
Relaciones políticas entre México y Perú,2022-08-29,0.033209838
Aeropuertos y vuelos,2022-09-05,0.037617613
Ley y crimen,2022-09-05,0.020566175
La pandemia del COVID-19 y su impacto,2022-09-05,0.061073728
La industria petrolera,2022-09-05,0.10634783
Economía,2022-09-05,0.065810435
Tren Maya,2022-09-05,0.07543963
Salud y medicina,2022-09-05,0.03533556
Reformas políticas,2022-09-05,0.16037431
Fronteras e inmigración,2022-09-05,0.031335536
Energía y minería,2022-09-05,0.05391558
Vacunación,2022-09-05,0.18877469
Problemas sociales y justicia penal,2022-09-05,0.07982373
Deportes y turismo,2022-09-05,0.058446664
Relaciones políticas entre México y Perú,2022-09-05,0.025138501
Aeropuertos y vuelos,2022-09-12,0.032024045
Ley y crimen,2022-09-12,0.033594534
La pandemia del COVID-19 y su impacto,2022-09-12,0.05617232
La industria petrolera,2022-09-12,0.083557114
Economía,2022-09-12,0.07375157
Tren Maya,2022-09-12,0.11087491
Salud y medicina,2022-09-12,0.04665696
Reformas políticas,2022-09-12,0.14780298
Fronteras e inmigración,2022-09-12,0.022720734
Energía y minería,2022-09-12,0.03462954
Vacunación,2022-09-12,0.18666853
Problemas sociales y justicia penal,2022-09-12,0.06950632
Deportes y turismo,2022-09-12,0.06550352
Relaciones políticas entre México y Perú,2022-09-12,0.036536947
Aeropuertos y vuelos,2022-09-19,0.028129207
Ley y crimen,2022-09-19,0.037253216
La pandemia del COVID-19 y su impacto,2022-09-19,0.05751781
La industria petrolera,2022-09-19,0.09672768
Economía,2022-09-19,0.068933554
Tren Maya,2022-09-19,0.09232113
Salud y medicina,2022-09-19,0.029460957
Reformas políticas,2022-09-19,0.17798461
Fronteras e inmigración,2022-09-19,0.026037531
Energía y minería,2022-09-19,0.035509657
Vacunación,2022-09-19,0.21343307
Problemas sociales y justicia penal,2022-09-19,0.057780705
Deportes y turismo,2022-09-19,0.055794593
Relaciones políticas entre México y Perú,2022-09-19,0.023116278
Aeropuertos y vuelos,2022-09-26,0.0352629
Ley y crimen,2022-09-26,0.036730636
La pandemia del COVID-19 y su impacto,2022-09-26,0.067606546
La industria petrolera,2022-09-26,0.09214544
Economía,2022-09-26,0.08356261
Tren Maya,2022-09-26,0.12243496
Salud y medicina,2022-09-26,0.024285857
Reformas políticas,2022-09-26,0.16232464
Fronteras e inmigración,2022-09-26,0.024633108
Energía y minería,2022-09-26,0.037513595
Vacunación,2022-09-26,0.16297102
Problemas sociales y justicia penal,2022-09-26,0.057087198
Deportes y turismo,2022-09-26,0.062266055
Relaciones políticas entre México y Perú,2022-09-26,0.031175384
Aeropuertos y vuelos,2022-10-03,0.101197876
Ley y crimen,2022-10-03,0.031161979
La pandemia del COVID-19 y su impacto,2022-10-03,0.05680624
La industria petrolera,2022-10-03,0.08627347
Economía,2022-10-03,0.067908905
Tren Maya,2022-10-03,0.09559688
Salud y medicina,2022-10-03,0.0452869
Reformas políticas,2022-10-03,0.1401098
Fronteras e inmigración,2022-10-03,0.01932994
Energía y minería,2022-10-03,0.05824492
Vacunación,2022-10-03,0.14128712
Problemas sociales y justicia penal,2022-10-03,0.05416437
Deportes y turismo,2022-10-03,0.08084338
Relaciones políticas entre México y Perú,2022-10-03,0.02178824
Aeropuertos y vuelos,2022-10-10,0.048725054
Ley y crimen,2022-10-10,0.03496535
La pandemia del COVID-19 y su impacto,2022-10-10,0.081663735
La industria petrolera,2022-10-10,0.079348244
Economía,2022-10-10,0.116708174
Tren Maya,2022-10-10,0.08151162
Salud y medicina,2022-10-10,0.042982034
Reformas políticas,2022-10-10,0.1440506
Fronteras e inmigración,2022-10-10,0.042808864
Energía y minería,2022-10-10,0.049154583
Vacunación,2022-10-10,0.14181155
Problemas sociales y justicia penal,2022-10-10,0.04791183
Deportes y turismo,2022-10-10,0.048006147
Relaciones políticas entre México y Perú,2022-10-10,0.040352266
Aeropuertos y vuelos,2022-10-17,0.03664551
Ley y crimen,2022-10-17,0.029876858
La pandemia del COVID-19 y su impacto,2022-10-17,0.10858435
La industria petrolera,2022-10-17,0.085843526
Economía,2022-10-17,0.07912034
Tren Maya,2022-10-17,0.118285626
Salud y medicina,2022-10-17,0.040729634
Reformas políticas,2022-10-17,0.135505
Fronteras e inmigración,2022-10-17,0.036182716
Energía y minería,2022-10-17,0.03065591
Vacunación,2022-10-17,0.14618577
Problemas sociales y justicia penal,2022-10-17,0.046847966
Deportes y turismo,2022-10-17,0.067387104
Relaciones políticas entre México y Perú,2022-10-17,0.038149647
Aeropuertos y vuelos,2022-10-24,0.039056003
Ley y crimen,2022-10-24,0.033521563
La pandemia del COVID-19 y su impacto,2022-10-24,0.055379577
La industria petrolera,2022-10-24,0.08800411
Economía,2022-10-24,0.087867774
Tren Maya,2022-10-24,0.08399985
Salud y medicina,2022-10-24,0.03396493
Reformas políticas,2022-10-24,0.19503368
Fronteras e inmigración,2022-10-24,0.04338287
Energía y minería,2022-10-24,0.044314284
Vacunación,2022-10-24,0.13624679
Problemas sociales y justicia penal,2022-10-24,0.062400226
Deportes y turismo,2022-10-24,0.064322464
Relaciones políticas entre México y Perú,2022-10-24,0.03250593
Aeropuertos y vuelos,2022-10-31,0.0417813
Ley y crimen,2022-10-31,0.028397828
La pandemia del COVID-19 y su impacto,2022-10-31,0.05278494
La industria petrolera,2022-10-31,0.0808422
Economía,2022-10-31,0.08753013
Tren Maya,2022-10-31,0.078724645
Salud y medicina,2022-10-31,0.029562587
Reformas políticas,2022-10-31,0.21282761
Fronteras e inmigración,2022-10-31,0.030165467
Energía y minería,2022-10-31,0.036612283
Vacunación,2022-10-31,0.18816826
Problemas sociales y justicia penal,2022-10-31,0.04392991
Deportes y turismo,2022-10-31,0.050349455
Relaciones políticas entre México y Perú,2022-10-31,0.038323402
Aeropuertos y vuelos,2022-11-07,0.04273108
Ley y crimen,2022-11-07,0.027373955
La pandemia del COVID-19 y su impacto,2022-11-07,0.051734652
La industria petrolera,2022-11-07,0.07863422
Economía,2022-11-07,0.053577356
Tren Maya,2022-11-07,0.14105627
Salud y medicina,2022-11-07,0.04469072
Reformas políticas,2022-11-07,0.19832975
Fronteras e inmigración,2022-11-07,0.02495807
Energía y minería,2022-11-07,0.03759958
Vacunación,2022-11-07,0.13258226
Problemas sociales y justicia penal,2022-11-07,0.06676346
Deportes y turismo,2022-11-07,0.07501094
Relaciones políticas entre México y Perú,2022-11-07,0.024957666
Aeropuertos y vuelos,2022-11-14,0.04088407
Ley y crimen,2022-11-14,0.033328045
La pandemia del COVID-19 y su impacto,2022-11-14,0.05078179
La industria petrolera,2022-11-14,0.06164142
Economía,2022-11-14,0.07955146
Tren Maya,2022-11-14,0.092043296
Salud y medicina,2022-11-14,0.033651013
Reformas políticas,2022-11-14,0.26750213
Fronteras e inmigración,2022-11-14,0.02582136
Energía y minería,2022-11-14,0.02849902
Vacunación,2022-11-14,0.13791662
Problemas sociales y justicia penal,2022-11-14,0.05644091
Deportes y turismo,2022-11-14,0.045047212
Relaciones políticas entre México y Perú,2022-11-14,0.046891667
Aeropuertos y vuelos,2022-11-21,0.051532682
Ley y crimen,2022-11-21,0.037975293
La pandemia del COVID-19 y su impacto,2022-11-21,0.033406906
La industria petrolera,2022-11-21,0.07129415
Economía,2022-11-21,0.06583429
Tren Maya,2022-11-21,0.087852105
Salud y medicina,2022-11-21,0.023706546
Reformas políticas,2022-11-21,0.18164262
Fronteras e inmigración,2022-11-21,0.025358688
Energía y minería,2022-11-21,0.025594575
Vacunación,2022-11-21,0.21127819
Problemas sociales y justicia penal,2022-11-21,0.0783302
Deportes y turismo,2022-11-21,0.052551035
Relaciones políticas entre México y Perú,2022-11-21,0.05364272
Aeropuertos y vuelos,2022-11-28,0.036416356
Ley y crimen,2022-11-28,0.03650758
La pandemia del COVID-19 y su impacto,2022-11-28,0.05229428
La industria petrolera,2022-11-28,0.086437106
Economía,2022-11-28,0.091640435
Tren Maya,2022-11-28,0.091760695
Salud y medicina,2022-11-28,0.032936778
Reformas políticas,2022-11-28,0.18104729
Fronteras e inmigración,2022-11-28,0.024269892
Energía y minería,2022-11-28,0.03231537
Vacunación,2022-11-28,0.122969694
Problemas sociales y justicia penal,2022-11-28,0.076923326
Deportes y turismo,2022-11-28,0.08816336
Relaciones políticas entre México y Perú,2022-11-28,0.04631787
Aeropuertos y vuelos,2022-12-05,0.043384455
Ley y crimen,2022-12-05,0.026872689
La pandemia del COVID-19 y su impacto,2022-12-05,0.047303084
La industria petrolera,2022-12-05,0.10871287
Economía,2022-12-05,0.058890138
Tren Maya,2022-12-05,0.16621305
Salud y medicina,2022-12-05,0.019182464
Reformas políticas,2022-12-05,0.15099317
Fronteras e inmigración,2022-12-05,0.022007843
Energía y minería,2022-12-05,0.04039128
Vacunación,2022-12-05,0.12855367
Problemas sociales y justicia penal,2022-12-05,0.0653353
Deportes y turismo,2022-12-05,0.08096351
Relaciones políticas entre México y Perú,2022-12-05,0.0411965
Aeropuertos y vuelos,2022-12-12,0.044427134
Ley y crimen,2022-12-12,0.026061127
La pandemia del COVID-19 y su impacto,2022-12-12,0.052155565
La industria petrolera,2022-12-12,0.069248155
Economía,2022-12-12,0.07794392
Tren Maya,2022-12-12,0.07560074
Salud y medicina,2022-12-12,0.017865114
Reformas políticas,2022-12-12,0.1721029
Fronteras e inmigración,2022-12-12,0.013987519
Energía y minería,2022-12-12,0.021118417
Vacunación,2022-12-12,0.16835457
Problemas sociales y justicia penal,2022-12-12,0.076013856
Deportes y turismo,2022-12-12,0.0812542
Relaciones políticas entre México y Perú,2022-12-12,0.1038668
Aeropuertos y vuelos,2022-12-19,0.03160497
Ley y crimen,2022-12-19,0.037762955
La pandemia del COVID-19 y su impacto,2022-12-19,0.04923417
La industria petrolera,2022-12-19,0.07233801
Economía,2022-12-19,0.07087947
Tren Maya,2022-12-19,0.095901914
Salud y medicina,2022-12-19,0.022734936
Reformas políticas,2022-12-19,0.14749852
Fronteras e inmigración,2022-12-19,0.016867187
Energía y minería,2022-12-19,0.035948973
Vacunación,2022-12-19,0.13738587
Problemas sociales y justicia penal,2022-12-19,0.06863514
Deportes y turismo,2022-12-19,0.058673255
Relaciones políticas entre México y Perú,2022-12-19,0.15453465
Aeropuertos y vuelos,2022-12-26,0.029638207
Ley y crimen,2022-12-26,0.027739903
La pandemia del COVID-19 y su impacto,2022-12-26,0.047025282
La industria petrolera,2022-12-26,0.084309086
Economía,2022-12-26,0.06674511
Tren Maya,2022-12-26,0.08935673
Salud y medicina,2022-12-26,0.052033544
Reformas políticas,2022-12-26,0.14167821
Fronteras e inmigración,2022-12-26,0.02924149
Energía y minería,2022-12-26,0.032460365
Vacunación,2022-12-26,0.28189316
Problemas sociales y justicia penal,2022-12-26,0.034438
Deportes y turismo,2022-12-26,0.04593443
Relaciones políticas entre México y Perú,2022-12-26,0.037506457
Aeropuertos y vuelos,2023-01-02,0.025456393
Ley y crimen,2023-01-02,0.038482126
La pandemia del COVID-19 y su impacto,2023-01-02,0.056626715
La industria petrolera,2023-01-02,0.07909614
Economía,2023-01-02,0.06952224
Tren Maya,2023-01-02,0.07484403
Salud y medicina,2023-01-02,0.023754716
Reformas políticas,2023-01-02,0.26351377
Fronteras e inmigración,2023-01-02,0.03164467
Energía y minería,2023-01-02,0.054525957
Vacunación,2023-01-02,0.13384794
Problemas sociales y justicia penal,2023-01-02,0.048286133
Deportes y turismo,2023-01-02,0.058558438
Relaciones políticas entre México y Perú,2023-01-02,0.04184072
Aeropuertos y vuelos,2023-01-09,0.039833236
Ley y crimen,2023-01-09,0.031002197
La pandemia del COVID-19 y su impacto,2023-01-09,0.03970426
La industria petrolera,2023-01-09,0.06610168
Economía,2023-01-09,0.05358167
Tren Maya,2023-01-09,0.07753146
Salud y medicina,2023-01-09,0.020161476
Reformas políticas,2023-01-09,0.19252919
Fronteras e inmigración,2023-01-09,0.06137381
Energía y minería,2023-01-09,0.12890519
Vacunación,2023-01-09,0.118498564
Problemas sociales y justicia penal,2023-01-09,0.057989534
Deportes y turismo,2023-01-09,0.05024113
Relaciones políticas entre México y Perú,2023-01-09,0.06254661
Aeropuertos y vuelos,2023-01-16,0.02981083
Ley y crimen,2023-01-16,0.028397262
La pandemia del COVID-19 y su impacto,2023-01-16,0.03957625
La industria petrolera,2023-01-16,0.069138944
Economía,2023-01-16,0.06347725
Tren Maya,2023-01-16,0.15752284
Salud y medicina,2023-01-16,0.029598054
Reformas políticas,2023-01-16,0.14118284
Fronteras e inmigración,2023-01-16,0.029310169
Energía y minería,2023-01-16,0.04034155
Vacunación,2023-01-16,0.21196285
Problemas sociales y justicia penal,2023-01-16,0.06016237
Deportes y turismo,2023-01-16,0.06686142
Relaciones políticas entre México y Perú,2023-01-16,0.032657392
Aeropuertos y vuelos,2023-01-23,0.028607132
Ley y crimen,2023-01-23,0.020517904
La pandemia del COVID-19 y su impacto,2023-01-23,0.039867405
La industria petrolera,2023-01-23,0.097146116
Economía,2023-01-23,0.051604226
Tren Maya,2023-01-23,0.16995789
Salud y medicina,2023-01-23,0.024569275
Reformas políticas,2023-01-23,0.24076395
Fronteras e inmigración,2023-01-23,0.021132309
Energía y minería,2023-01-23,0.029391639
Vacunación,2023-01-23,0.12905368
Problemas sociales y justicia penal,2023-01-23,0.046903323
Deportes y turismo,2023-01-23,0.07272523
Relaciones políticas entre México y Perú,2023-01-23,0.027759891
Aeropuertos y vuelos,2023-01-30,0.049722176
Ley y crimen,2023-01-30,0.030852403
La pandemia del COVID-19 y su impacto,2023-01-30,0.038714923
La industria petrolera,2023-01-30,0.074662425
Economía,2023-01-30,0.07332411
Tren Maya,2023-01-30,0.22146805
Salud y medicina,2023-01-30,0.019242402
Reformas políticas,2023-01-30,0.15483215
Fronteras e inmigración,2023-01-30,0.02657152
Energía y minería,2023-01-30,0.031109728
Vacunación,2023-01-30,0.141875
Problemas sociales y justicia penal,2023-01-30,0.045050062
Deportes y turismo,2023-01-30,0.060970183
Relaciones políticas entre México y Perú,2023-01-30,0.031604834
Aeropuertos y vuelos,2023-02-06,0.033611253
Ley y crimen,2023-02-06,0.04331489
La pandemia del COVID-19 y su impacto,2023-02-06,0.047488667
La industria petrolera,2023-02-06,0.077771045
Economía,2023-02-06,0.04882739
Tren Maya,2023-02-06,0.13467209
Salud y medicina,2023-02-06,0.01605
Reformas políticas,2023-02-06,0.24158452
Fronteras e inmigración,2023-02-06,0.024064092
Energía y minería,2023-02-06,0.027222708
Vacunación,2023-02-06,0.17232797
Problemas sociales y justicia penal,2023-02-06,0.03829002
Deportes y turismo,2023-02-06,0.062392995
Relaciones políticas entre México y Perú,2023-02-06,0.03238236
Aeropuertos y vuelos,2023-02-13,0.03951565
Ley y crimen,2023-02-13,0.025875123
La pandemia del COVID-19 y su impacto,2023-02-13,0.040953383
La industria petrolera,2023-02-13,0.058572862
Economía,2023-02-13,0.06845408
Tren Maya,2023-02-13,0.19249949
Salud y medicina,2023-02-13,0.023954876
Reformas políticas,2023-02-13,0.19982995
Fronteras e inmigración,2023-02-13,0.030542737
Energía y minería,2023-02-13,0.023149578
Vacunación,2023-02-13,0.15327236
Problemas sociales y justicia penal,2023-02-13,0.050514955
Deportes y turismo,2023-02-13,0.0620458
Relaciones políticas entre México y Perú,2023-02-13,0.030819146
Aeropuertos y vuelos,2023-02-20,0.13693711
Ley y crimen,2023-02-20,0.030410917
La pandemia del COVID-19 y su impacto,2023-02-20,0.04881212
La industria petrolera,2023-02-20,0.08435676
Economía,2023-02-20,0.055068754
Tren Maya,2023-02-20,0.17194849
Salud y medicina,2023-02-20,0.019901693
Reformas políticas,2023-02-20,0.1218924
Fronteras e inmigración,2023-02-20,0.018386096
Energía y minería,2023-02-20,0.027538775
Vacunación,2023-02-20,0.118834585
Problemas sociales y justicia penal,2023-02-20,0.05310392
Deportes y turismo,2023-02-20,0.07296045
Relaciones políticas entre México y Perú,2023-02-20,0.039847925
Aeropuertos y vuelos,2023-02-27,0.0368327
Ley y crimen,2023-02-27,0.02856273
La pandemia del COVID-19 y su impacto,2023-02-27,0.05123176
La industria petrolera,2023-02-27,0.07974497
Economía,2023-02-27,0.08496237
Tren Maya,2023-02-27,0.15443724
Salud y medicina,2023-02-27,0.037652615
Reformas políticas,2023-02-27,0.15701762
Fronteras e inmigración,2023-02-27,0.02383215
Energía y minería,2023-02-27,0.026522856
Vacunación,2023-02-27,0.18017562
Problemas sociales y justicia penal,2023-02-27,0.041791193
Deportes y turismo,2023-02-27,0.06098891
Relaciones políticas entre México y Perú,2023-02-27,0.03624724
Aeropuertos y vuelos,2023-03-06,0.020691365
Ley y crimen,2023-03-06,0.138175
La pandemia del COVID-19 y su impacto,2023-03-06,0.04852591
La industria petrolera,2023-03-06,0.07398666
Economía,2023-03-06,0.06848578
Tren Maya,2023-03-06,0.13508478
Salud y medicina,2023-03-06,0.028012237
Reformas políticas,2023-03-06,0.1356307
Fronteras e inmigración,2023-03-06,0.0216934
Energía y minería,2023-03-06,0.05912198
Vacunación,2023-03-06,0.1270585
Problemas sociales y justicia penal,2023-03-06,0.04995058
Deportes y turismo,2023-03-06,0.060721967
Relaciones políticas entre México y Perú,2023-03-06,0.032861162
Aeropuertos y vuelos,2023-03-13,0.033889335
Ley y crimen,2023-03-13,0.040936075
La pandemia del COVID-19 y su impacto,2023-03-13,0.053134646
La industria petrolera,2023-03-13,0.10578408
Economía,2023-03-13,0.06740704
Tren Maya,2023-03-13,0.19747457
Salud y medicina,2023-03-13,0.04070087
Reformas políticas,2023-03-13,0.13424776
Fronteras e inmigración,2023-03-13,0.023316093
Energía y minería,2023-03-13,0.035138465
Vacunación,2023-03-13,0.12637176
Problemas sociales y justicia penal,2023-03-13,0.050316226
Deportes y turismo,2023-03-13,0.062025473
Relaciones políticas entre México y Perú,2023-03-13,0.02925756
